SESSION_START flags={'narration_enabled': False}
SESSION_START flags={'narration_enabled': False}
SESSION_START flags={'narration_enabled': False}
16:09:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:04:30 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=3, pulse_cd=1, pulse_base_cd=1)
13:04:30 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
13:04:33 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=3, pulse_cd=1, pulse_base_cd=1)
13:04:34 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=3, pulse_cd=1, pulse_base_cd=1)
13:04:34 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=3, pulse_cd=1, pulse_base_cd=1)
13:04:36 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:04:36 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=5, pulse_cd=1, pulse_base_cd=1)
13:04:43 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:04:43 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=0, pulse_cd=0, pulse_base_cd=1)
13:04:43 DEBUG: character_update emitted (hp=None, rp=None, pulse_cd=0, pulse_base_cd=1)
13:04:46 DEBUG: character_update emitted (hp=None, rp=None, pulse_cd=0, pulse_base_cd=1)
13:04:46 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:04:46 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
13:04:49 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:04:49 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:04:49 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:04:52 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:04:52 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:05:02 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:05:02 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
13:05:02 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:05:02 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:05:02 DEBUG: character_update emitted (hp={'current': 5, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
13:05:02 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:05:05 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=0, pulse_cd=0, pulse_base_cd=1)
13:05:05 DEBUG: character_update emitted (hp={'current': 7, 'max': 28}, rp=0, pulse_cd=0, pulse_base_cd=1)
13:05:05 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:05:10 DEBUG: character_update emitted (hp={'current': 7, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:05:10 DEBUG: character_update emitted (hp={'current': 7, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
13:05:10 DEBUG: character_update emitted (hp={'current': 7, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
13:05:10 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:05:23 DEBUG: character_update emitted (hp={'current': 3, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
13:05:23 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
13:05:23 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:05:36 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
13:05:36 DEBUG: character_update emitted (hp={'current': 6, 'max': 28}, rp=0, pulse_cd=0, pulse_base_cd=1)
13:05:36 DEBUG: character_update emitted (hp=None, rp=None, pulse_cd=0, pulse_base_cd=1)
13:07:37 DEBUG: character_update emitted (hp={'current': 10, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:07:37 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:07:40 DEBUG: character_update emitted (hp={'current': 10, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:07:41 DEBUG: character_update emitted (hp={'current': 14, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
13:07:41 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:07:43 DEBUG: character_update emitted (hp={'current': 14, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:07:43 DEBUG: character_update emitted (hp={'current': 14, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:07:43 DEBUG: character_update emitted (hp={'current': 14, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:07:43 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:07:49 DEBUG: character_update emitted (hp={'current': 14, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:07:49 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:07:49 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:07:51 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:07:51 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:07:51 DEBUG: character_update emitted (hp={'current': 17, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:07:51 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:07:57 DEBUG: character_update emitted (hp={'current': 13, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:07:57 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:07:57 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:07:59 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:07:59 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:07:59 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:07:59 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:08:17 DEBUG: character_update emitted (hp={'current': 15, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:08:17 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:08:17 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:08:20 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
13:08:20 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:08:48 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
13:08:48 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
13:13:53 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:13:54 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:13:59 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:14:00 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:18:12 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:18:12 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:18:12 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:18:12 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
SESSION_START flags={'narration_enabled': False}
13:49:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:49:48 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:49:55 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
13:49:56 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:49:58 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:50:01 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:50:04 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:50:15 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:50:15 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:50:15 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:50:25 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:50:35 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:50:35 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:50:35 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:50:51 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:50:56 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:50:56 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:50:56 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:51:06 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
13:51:16 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:51:21 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
13:51:21 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
13:51:21 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:51:23 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:56:01 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:56:01 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
13:56:01 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
13:56:01 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
SESSION_START flags={'narration_enabled': False}
13:59:55 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:00:02 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:00:04 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:00:10 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
14:00:18 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:00:23 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:00:25 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
14:00:34 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:00:36 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:00:41 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:00:51 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
14:01:18 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:01:21 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:01:25 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
14:01:25 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
14:01:25 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:01:35 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:01:53 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:02:00 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
14:02:00 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
14:02:00 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:02:01 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:02:22 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
14:02:48 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:02:52 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:02:54 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:03:03 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:03:04 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:03:06 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:03:09 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:03:12 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:03:14 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:03:20 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
14:03:27 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:03:29 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:03:32 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:03:34 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:03:36 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:03:43 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
14:03:50 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:03:51 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:03:58 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:04:01 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
14:04:01 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
14:04:01 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:04:08 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
14:04:10 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:04:14 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
14:04:14 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
14:04:14 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:04:16 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:04:21 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:04:28 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:04:32 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:04:41 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:04:42 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:04:44 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:05:02 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:05:14 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:05:31 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:05:36 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:05:38 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
14:05:38 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
14:05:38 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:05:49 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
14:06:45 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:06:46 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:12:15 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:12:15 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:12:15 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:12:15 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
14:12:41 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:12:41 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:12:41 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:12:41 DEBUG: emit_event type=interrupt (has_session=False, has_emit=False)
SESSION_START flags={'narration_enabled': False}
14:13:32 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:13:33 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:13:35 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:13:37 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:13:39 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:13:43 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:13:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:13:46 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:13:48 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
14:13:50 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
14:14:06 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:14:08 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:14:12 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
14:14:14 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:14:18 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:14:22 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
DEBUG: handle_chain_declaration short-circuit (awaiting chain_builder)
14:14:26 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:14:31 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
14:14:37 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:14:43 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
14:14:49 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:14:54 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
14:14:54 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
14:14:54 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:14:55 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:14:57 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
14:15:04 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
14:15:11 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
